Error: missing newline in D:\VuGen\Scripts2\Script\UC1_ReservAdd\..\fileDat\users.dat	[MsgId: MERR-13874]
../fileDat/lib.h(19): Found resource "http://localhost:1080/WebTours/images/signoff.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
../fileDat/lib.h(19): Registered web_reg_find successful for "Text=Welcome, <b>liza</b>, to the Web Tours reservation pages." (count=1)  	[MsgId: MMSG-26364]
../fileDat/lib.h(19): Registered web_reg_find successful for "Text=Using the menu to the left, you can search for new flights to book" (count=1)  	[MsgId: MMSG-26364]
../fileDat/lib.h(19): web_submit_data("login.pl") was successful, 5779 body bytes, 2055 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(125): Notify: Transaction "LogIn" ended with a "Pass" status (Duration: 5,1063 Think Time: 5,0107 Wasted Time: 0,0000).	[MsgId: MMSG-16870]
Action.c(130): Notify: Transaction "ToFlightsPage" started.	[MsgId: MMSG-16999]
Action.c(132): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(132): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(132): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(134): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(134): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(134): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(136): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(138): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(138): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(145): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(145): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(150): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(150): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(156): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(156): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(157): web_url("Search Flights Button") started  	[MsgId: MMSG-26355]
Action.c(157): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(157): Detected non-resource "http://localhost:1080/cgi-bin/reservations.pl?page=welcome" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(157): Resource "http://pki.goog/repo/certs/gts1c3.der" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(157): Downloading resource "http://pki.goog/repo/certs/gtsr1.der" (specified by argument number 13)  	[MsgId: MMSG-26577]
Action.c(157): Found resource "http://localhost:1080/WebTours/images/in_flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(157): Resource "http://localhost:1080/WebTours/images/itinerary.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(157): Found resource "http://localhost:1080/WebTours/images/home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(157): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(157): Notify: Saving Parameter "departcity_1 = Denver".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_2 = Frankfurt".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_3 = London".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_4 = Los Angeles".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_5 = Paris".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_6 = Portland".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_7 = San Francisco".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_8 = Seattle".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_9 = Sydney".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_10 = Zurich".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_11 = Denver".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_12 = Frankfurt".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_13 = London".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_14 = Los Angeles".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_15 = Paris".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_16 = Portland".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_17 = San Francisco".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_18 = Seattle".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_19 = Sydney".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_20 = Zurich".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_1 = Aisle".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_2 = Window".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_3 = None".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_1 = First".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_2 = Business".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_3 = Coach".	[MsgId: MMSG-13798]
Action.c(157): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl?page=welcome"  	[MsgId: MMSG-26659]
Action.c(157): Warning -26604: Unsupported "Content-Encoding"  	[MsgId: MWAR-26604]
Action.c(157): Notify: Saving Parameter "departcity_count = 20".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_count = 3".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_count = 3".	[MsgId: MMSG-13798]
Action.c(157): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(157): web_url("Search Flights Button") highest severity level was "warning", 9795 body bytes, 2355 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26387]
Action.c(170): Notify: Transaction "ToFlightsPage" ended with a "Pass" status (Duration: 5,1794 Think Time: 5,0049 Wasted Time: 0,0005).	[MsgId: MMSG-16870]
Action.c(175): Notify: Transaction "ReservTicket" started.	[MsgId: MMSG-16999]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_13" =  "London"	[MsgId: MMSG-13992]
Action.c(177): Notify: Saving Parameter "depart_City = London".	[MsgId: MMSG-13798]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_5" =  "Paris"	[MsgId: MMSG-13992]
Action.c(178): Notify: Saving Parameter "arrive_City = Paris".	[MsgId: MMSG-13798]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_count" =  "3"	[MsgId: MMSG-13992]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_1" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(179): Notify: Saving Parameter "seat_Pref = Aisle".	[MsgId: MMSG-13798]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_count" =  "3"	[MsgId: MMSG-13992]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_1" =  "First"	[MsgId: MMSG-13992]
Action.c(180): Notify: Saving Parameter "seat_Type = First".	[MsgId: MMSG-13798]
Action.c(183): Notify: Parameter Substitution: parameter "depart_City" =  "London"	[MsgId: MMSG-13992]
Action.c(183): Notify: Parameter Substitution: parameter "arrive_City" =  "Paris"	[MsgId: MMSG-13992]
Action.c(188): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(188): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(191): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(191): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(198): Notify: Saving Parameter "numPassengerRand = 4".	[MsgId: MMSG-13798]
Action.c(200): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(138): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(138): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(145): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(145): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(150): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(150): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(156): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(156): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(157): web_url("Search Flights Button") started  	[MsgId: MMSG-26355]
Action.c(157): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(157): Detected non-resource "http://localhost:1080/cgi-bin/reservations.pl?page=welcome" in "http://localhost:1080/cgi-bin/welcome.pl?page=search"  	[MsgId: MMSG-26574]
Action.c(157): Resource "http://pki.goog/repo/certs/gts1c3.der" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(157): Downloading resource "http://pki.goog/repo/certs/gtsr1.der" (specified by argument number 13)  	[MsgId: MMSG-26577]
Action.c(157): Found resource "http://localhost:1080/WebTours/images/in_flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(157): Resource "http://localhost:1080/WebTours/images/itinerary.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(157): Found resource "http://localhost:1080/WebTours/images/home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=flights"  	[MsgId: MMSG-26659]
Action.c(157): Resource "http://localhost:1080/WebTours/images/signoff.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(157): Notify: Saving Parameter "departcity_1 = Denver".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_2 = Frankfurt".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_3 = London".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_4 = Los Angeles".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_5 = Paris".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_6 = Portland".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_7 = San Francisco".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_8 = Seattle".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_9 = Sydney".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_10 = Zurich".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_11 = Denver".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_12 = Frankfurt".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_13 = London".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_14 = Los Angeles".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_15 = Paris".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_16 = Portland".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_17 = San Francisco".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_18 = Seattle".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_19 = Sydney".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "departcity_20 = Zurich".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_1 = Aisle".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_2 = Window".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_3 = None".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_1 = First".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_2 = Business".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_3 = Coach".	[MsgId: MMSG-13798]
Action.c(157): Found resource "http://localhost:1080/WebTours/images/button_next.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl?page=welcome"  	[MsgId: MMSG-26659]
Action.c(157): Warning -26604: Unsupported "Content-Encoding"  	[MsgId: MWAR-26604]
Action.c(157): Notify: Saving Parameter "departcity_count = 20".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatPref_count = 3".	[MsgId: MMSG-13798]
Action.c(157): Notify: Saving Parameter "seatType_count = 3".	[MsgId: MMSG-13798]
Action.c(157): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(157): web_url("Search Flights Button") highest severity level was "warning", 9795 body bytes, 2354 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26387]
Action.c(170): Notify: Transaction "ToFlightsPage" ended with a "Pass" status (Duration: 5,1376 Think Time: 5,0106 Wasted Time: 0,0006).	[MsgId: MMSG-16870]
Action.c(175): Notify: Transaction "ReservTicket" started.	[MsgId: MMSG-16999]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_11" =  "Denver"	[MsgId: MMSG-13992]
Action.c(177): Notify: Saving Parameter "depart_City = Denver".	[MsgId: MMSG-13798]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_20" =  "Zurich"	[MsgId: MMSG-13992]
Action.c(178): Notify: Saving Parameter "arrive_City = Zurich".	[MsgId: MMSG-13798]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_count" =  "3"	[MsgId: MMSG-13992]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_1" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(179): Notify: Saving Parameter "seat_Pref = Aisle".	[MsgId: MMSG-13798]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_count" =  "3"	[MsgId: MMSG-13992]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_3" =  "Coach"	[MsgId: MMSG-13992]
Action.c(180): Notify: Saving Parameter "seat_Type = Coach".	[MsgId: MMSG-13798]
Action.c(183): Notify: Parameter Substitution: parameter "depart_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(183): Notify: Parameter Substitution: parameter "arrive_City" =  "Zurich"	[MsgId: MMSG-13992]
Action.c(188): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(188): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(191): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(191): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(198): Notify: Saving Parameter "numPassengerRand = 1".	[MsgId: MMSG-13798]
Action.c(200): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(202): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(202): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(210): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(210): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(211): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(211): Notify: Parameter Substitution: parameter "depart_City" =  "London"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "arrive_City" =  "Paris"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(211): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(213): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(213): Notify: Parameter Substitution: parameter "depart_City" =  "London"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "arrive_City" =  "Paris"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "returnDate" =  "11/15/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "numPassengerRand" =  "4"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Pref" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Type" =  "First"	[MsgId: MMSG-13992]
Action.c(213): Notify: Saving Parameter "outboundflighting_1 = 240;204;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_2 = 241;181;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_3 = 242;193;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_4 = 243;167;11/14/2023".	[MsgId: MMSG-13798]
